"DIRECTORIO";"HOGAR_NUMERO";"PERSONA_NUMERO";"REGION";"sexo";"estrato";"no_identifica_x_escándalos_corrupcion";"conteo_transparente_colombia"
1243715;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243716;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1243716;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243716;1;3;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243717;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1243717;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243718;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243719;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
1243719;1;2;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
1243719;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1243720;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243720;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243721;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1243721;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243721;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243722;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243722;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243722;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243723;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1243723;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243723;1;5;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243725;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1243725;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243725;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
1243725;1;6;"Caribe";"Mujer";"Estrato 1";"No";"No"
1243725;1;7;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243725;1;11;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243726;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243727;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243727;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243728;1;1;"Caribe";"Hombre";"Estrato 3";NA;"No"
1243728;1;2;"Caribe";"Mujer";"Estrato 3";NA;"Sí"
1243729;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
1243729;1;2;"Caribe";"Mujer";"Estrato 3";NA;"Sí"
1243729;1;3;"Caribe";"Hombre";"Estrato 3";"Sí";"Sí"
1243730;1;1;"Caribe";"Mujer";"Estrato 3";NA;"Sí"
1243731;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243731;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243731;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1243732;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243733;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243733;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243733;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243733;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243734;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243734;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243735;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
1243735;1;2;"Caribe";"Mujer";"Estrato 2";NA;"No"
1243735;1;3;"Caribe";"Hombre";"Estrato 2";NA;"No"
1243735;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243736;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1243737;1;1;"Caribe";"Mujer";"Estrato 2";NA;"No"
1243737;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243738;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1243738;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1243738;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1243739;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243740;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1243740;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1243740;1;3;"Caribe";"Hombre";"Estrato 1";"No";NA
1243741;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1243741;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
1243742;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243742;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243742;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243742;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1243743;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1243743;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1243743;1;3;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243744;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1243744;1;2;"Caribe";"Hombre";"Estrato 1";NA;"No"
1243745;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1243745;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1243745;1;3;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1243746;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1243747;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1243748;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243749;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243749;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243750;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1243751;1;1;"Caribe";"Hombre";NA;"No";"No"
1243752;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1243753;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243754;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243754;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243755;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243755;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1243756;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243756;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243757;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243758;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243758;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1243759;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243759;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243760;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243760;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1243761;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1243761;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1243765;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243765;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243766;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1243766;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1243767;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1243768;1;1;"Caribe";"Mujer";"Estrato 1";NA;"No"
1243768;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243769;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1243769;1;2;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1243770;1;1;"Caribe";"Mujer";"Estrato 1";NA;"No"
1243771;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243772;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243777;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243777;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1243778;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1243778;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243781;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1243782;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243782;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243783;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
1243784;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1243784;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243785;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1243786;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243787;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243787;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243788;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243789;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243789;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243789;1;3;"Caribe";"Hombre";"Estrato 1";"No";NA
1243789;1;4;"Caribe";"Mujer";"Estrato 1";"No";NA
1243790;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243791;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1243791;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1243792;1;1;"Caribe";"Hombre";"Estrato 1";NA;NA
1243792;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1243793;1;1;"Caribe";"Hombre";NA;"No";NA
1243794;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243795;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243795;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243795;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243796;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243796;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243796;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243797;1;1;"Caribe";"Hombre";NA;"Sí";NA
1243797;1;2;"Caribe";"Mujer";NA;"Sí";NA
1243798;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1243799;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243800;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1243800;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1243801;1;1;"Caribe";"Hombre";NA;"No";NA
1243801;1;2;"Caribe";"Mujer";NA;"Sí";"No"
1243802;1;1;"Caribe";"Mujer";NA;"Sí";NA
1243803;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243803;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243804;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1243805;1;1;"Caribe";"Mujer";NA;"No";"No"
1243805;1;2;"Caribe";"Hombre";NA;"Sí";NA
1243806;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243806;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243807;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243808;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243808;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1243808;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1243809;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243809;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243810;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
1243810;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
1243810;1;3;"Caribe";"Hombre";"Estrato 2";"No";NA
1243811;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1243812;1;1;"Caribe";"Hombre";NA;"No";NA
1243812;1;2;"Caribe";"Mujer";NA;"Sí";NA
1243813;1;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
1243813;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
1243814;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1243814;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243815;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1243815;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1243816;1;1;"Caribe";"Mujer";NA;"Sí";NA
1243817;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1243818;1;1;"Caribe";"Hombre";NA;"Sí";"No"
1243818;1;2;"Caribe";"Mujer";NA;"No";"No"
1243819;1;1;"Caribe";"Hombre";NA;"No";NA
1243819;1;2;"Caribe";"Mujer";NA;"No";NA
1243820;1;1;"Caribe";"Hombre";NA;"Sí";"No"
1243820;1;2;"Caribe";"Mujer";NA;"Sí";"No"
1243820;1;3;"Caribe";"Mujer";NA;"Sí";"No"
1243821;1;1;"Caribe";"Mujer";NA;"Sí";"No"
1243821;1;2;"Caribe";"Hombre";NA;"Sí";"No"
1243822;1;1;"Caribe";"Hombre";NA;"Sí";"No"
1243822;1;2;"Caribe";"Mujer";NA;"No";"No"
1243823;1;1;"Caribe";"Hombre";NA;"Sí";"No"
1243823;1;2;"Caribe";"Mujer";NA;"Sí";"No"
1243823;1;3;"Caribe";"Hombre";NA;"Sí";"No"
1243824;1;1;"Caribe";"Hombre";NA;"Sí";"No"
1243825;1;1;"Caribe";"Mujer";NA;"No";NA
1243825;1;2;"Caribe";"Mujer";NA;"No";NA
1243826;1;1;"Caribe";"Mujer";NA;"No";NA
1243997;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1243998;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1243998;1;2;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1243999;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1244000;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244000;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1244001;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244001;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1244002;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244002;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1244003;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244004;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1244005;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244006;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244006;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1244007;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1244007;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1244007;1;3;"Central";"Hombre";"Estrato 1";"No";NA
1244008;1;1;"Central";"Mujer";"Estrato 1";NA;"No"
1244009;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244009;1;2;"Central";"Hombre";"Estrato 1";"No";NA
1244010;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1244011;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244424;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244424;1;2;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244425;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244425;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244426;1;1;"Central";"Mujer";"Estrato 3";"No";NA
1244427;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1244427;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244428;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244428;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244428;1;3;"Central";"Mujer";"Estrato 3";"No";NA
1244429;1;1;"Central";"Hombre";"Estrato 3";"No";"Sí"
1244429;1;2;"Central";"Mujer";"Estrato 3";"No";"Sí"
1244430;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244431;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244431;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244432;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244432;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244432;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244433;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244433;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244434;1;1;"Central";"Hombre";"Estrato 6";"Sí";"No"
1244434;1;2;"Central";"Mujer";"Estrato 6";"Sí";"No"
1244435;1;1;"Central";"Mujer";"Estrato 4";"No";"No"
1244435;1;2;"Central";"Mujer";"Estrato 4";"No";"No"
1244436;1;1;"Central";"Mujer";"Estrato 4";"Sí";NA
1244436;1;2;"Central";"Hombre";"Estrato 4";"No";"No"
1244436;1;3;"Central";"Mujer";"Estrato 4";"No";"No"
1244437;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244437;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1244438;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1244438;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244439;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1244439;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1244439;1;3;"Central";"Mujer";"Estrato 2";"No";"No"
1244460;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244461;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244462;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244462;1;2;"Central";"Hombre";"Estrato 2";"Sí";NA
1244463;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244464;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1244464;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244464;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244464;1;5;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244465;1;1;"Central";"Mujer";"Estrato 4";"No";NA
1244466;1;1;"Central";"Hombre";"Estrato 4";"No";NA
1244467;1;1;"Central";"Hombre";"Estrato 4";"No";NA
1244467;1;2;"Central";"Mujer";"Estrato 4";"No";NA
1244468;1;1;"Central";"Hombre";"Estrato 4";"No";NA
1244469;1;1;"Central";"Mujer";"Estrato 4";"No";"No"
1244470;1;1;"Central";"Mujer";"Estrato 2";NA;"Sí"
1244470;1;2;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244471;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1244472;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244472;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244473;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244473;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244474;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244474;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244475;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244475;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244476;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1244476;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1244477;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1244477;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1244477;1;5;"Central";"Hombre";"Estrato 1";"No";"No"
1244478;1;1;"Central";"Hombre";"Estrato 5";"Sí";"Sí"
1244478;1;2;"Central";"Hombre";"Estrato 5";"Sí";"Sí"
1244478;1;3;"Central";"Mujer";"Estrato 5";"No";"Sí"
1244478;1;4;"Central";"Hombre";"Estrato 5";"No";"Sí"
1244478;1;5;"Central";"Hombre";"Estrato 5";"No";NA
1244478;1;6;"Central";"Hombre";"Estrato 5";"No";NA
1244479;1;1;"Central";"Hombre";"Estrato 2";NA;"No"
1244479;1;2;"Central";"Mujer";"Estrato 2";NA;"No"
1244480;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244480;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244481;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1244482;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1244482;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244483;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244483;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244484;1;1;"Central";"Mujer";"Estrato 3";NA;"No"
1244484;1;2;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244484;1;3;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244485;1;1;"Central";"Mujer";"Estrato 3";NA;"Sí"
1244485;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1244485;1;3;"Central";"Hombre";"Estrato 3";"No";"No"
1244486;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1244486;1;2;"Central";"Hombre";"Estrato 3";"No";NA
1244487;1;1;"Central";"Hombre";"Estrato 3";"No";NA
1244487;1;2;"Central";"Mujer";"Estrato 3";NA;"Sí"
1244487;1;3;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244488;1;1;"Central";"Mujer";"Estrato 1";NA;NA
1244489;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1244489;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1244490;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244490;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1244491;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1244491;1;2;"Central";"Mujer";"Estrato 3";"No";NA
1244492;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1244493;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244494;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244494;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1244495;1;1;"Central";"Hombre";"Estrato 3";"No";"Sí"
1244496;1;1;"Central";"Hombre";"Estrato 6";NA;NA
1244496;1;2;"Central";"Mujer";"Estrato 6";NA;"No"
1244498;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1244499;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1244500;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1244500;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1244501;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1244501;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1244502;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1244502;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1244503;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1244503;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1244503;1;3;"Central";"Hombre";"Estrato 1";"Sí";NA
1244504;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1244505;1;1;"Central";"Mujer";"Estrato 3";"Sí";NA
1244505;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1244506;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1244506;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1244506;1;3;"Central";"Mujer";"Estrato 3";"Sí";NA
1244506;1;5;"Central";"Hombre";"Estrato 3";"Sí";NA
1244507;1;1;"Central";"Hombre";"Estrato 3";NA;NA
1244507;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1244507;1;3;"Central";"Mujer";"Estrato 3";"Sí";NA
1244508;1;1;"Central";"Mujer";"Estrato 3";"Sí";NA
1244509;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1244509;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1244510;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244510;1;3;"Central";"Hombre";"Estrato 2";"Sí";NA
1244511;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244511;1;2;"Central";"Hombre";"Estrato 2";"No";NA
1244511;1;3;"Central";"Mujer";"Estrato 2";"Sí";NA
1244512;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1244513;1;1;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244513;1;2;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244514;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244514;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244515;1;1;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1244517;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244517;1;2;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244517;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244517;1;4;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244518;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244519;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244519;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244520;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244521;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244521;1;2;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244521;1;3;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244522;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244522;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244522;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244523;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244524;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244525;1;1;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244525;1;2;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1244526;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244526;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1244527;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244527;1;2;"Central";"Hombre";"Estrato 3";NA;"Sí"
1244528;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244528;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1244529;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244529;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244529;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244529;1;4;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244530;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244530;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244530;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244531;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244531;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244532;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244532;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244532;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244533;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1244534;1;1;"Central";"Mujer";"Estrato 2";"No";NA
